station_id,station_name,line_name,elevator,wheelchairlift,parking,complaint,exchange,trainreservation,culturalspace,meeting,lactation,created_at
721,면목,7호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
722,사가정,7호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
723,용마산,7호선,Y,N,N,N,N,N,N,N,N,2026-01-23 10:21:56.202589
724,중곡,7호선,Y,N,N,Y,N,N,N,Y,N,2026-01-23 10:21:56.202589
726,어린이대공원,7호선,Y,N,N,N,N,N,Y,Y,Y,2026-01-23 10:21:56.202589
727,건대입구,7호선,Y,N,N,Y,N,N,N,Y,N,2026-01-23 10:21:56.202589
728,자양,7호선,Y,N,N,N,N,N,Y,Y,Y,2026-01-23 10:21:56.202589
729,청담,7호선,Y,Y,N,N,N,N,Y,Y,N,2026-01-23 10:21:56.202589
730,강남구청,7호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
731,학동,7호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
732,논현,7호선,Y,Y,N,N,N,N,N,Y,Y,2026-01-23 10:21:56.202589
733,반포,7호선,Y,Y,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
734,고속터미널,7호선,Y,Y,N,N,Y,N,N,N,Y,2026-01-23 10:21:56.202589
735,내방,7호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
736,이수,7호선,Y,Y,N,N,N,N,Y,Y,Y,2026-01-23 10:21:56.202589
737,남성,7호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
738,숭실대입구,7호선,Y,N,N,Y,N,N,N,N,N,2026-01-23 10:21:56.202589
739,상도,7호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
740,장승배기,7호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
741,신대방삼거리,7호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
742,보라매,7호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
743,신풍,7호선,Y,N,N,N,N,N,N,N,N,2026-01-23 10:21:56.202589
744,대림,7호선,Y,N,N,N,N,N,N,Y,Y,2026-01-23 10:21:56.202589
745,남구로,7호선,N,Y,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
746,가산디지털단지,7호선,Y,Y,N,Y,N,N,Y,Y,Y,2026-01-23 10:21:56.202589
749,천왕,7호선,Y,N,Y,Y,N,N,N,Y,N,2026-01-23 10:21:56.202589
750,온수,7호선,Y,Y,N,Y,N,N,N,Y,Y,2026-01-23 10:21:56.202589
810,암사,8호선,Y,N,N,Y,N,N,N,Y,N,2026-01-23 10:21:56.202589
812,강동구청,8호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
813,몽촌토성,8호선,Y,N,N,N,N,N,N,Y,Y,2026-01-23 10:21:56.202589
814,잠실,8호선,Y,Y,N,N,Y,Y,N,N,Y,2026-01-23 10:21:56.202589
815,석촌,8호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
816,송파,8호선,Y,N,N,N,N,N,N,N,N,2026-01-23 10:21:56.202589
817,가락시장,8호선,Y,N,N,N,N,N,N,N,N,2026-01-23 10:21:56.202589
818,문정,8호선,Y,N,N,N,N,N,N,N,N,2026-01-23 10:21:56.202589
819,장지,8호선,Y,N,N,Y,N,N,N,Y,Y,2026-01-23 10:21:56.202589
820,복정,8호선,Y,N,Y,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
931,삼전,9호선,Y,N,N,N,N,N,N,N,Y,2026-01-23 10:21:56.202589
932,석촌고분,9호선,Y,N,N,N,N,N,N,N,Y,2026-01-23 10:21:56.202589
933,석촌,9호선,Y,N,N,N,N,N,N,Y,N,2026-01-23 10:21:56.202589
934,송파나루,9호선,Y,N,N,N,N,N,N,N,Y,2026-01-23 10:21:56.202589
935,한성백제,9호선,Y,N,N,N,N,N,N,N,Y,2026-01-23 10:21:56.202589
937,둔촌오륜,9호선,Y,N,N,N,N,N,N,N,Y,2026-01-23 10:21:56.202589
938,중앙보훈병원,9호선,Y,N,N,N,N,N,N,N,Y,2026-01-23 10:21:56.202589
218,종합운동장,2호선,Y,N,N,N,N,Y,Y,Y,N,2026-01-23 10:21:56.202589
P550,올림픽공원,5호선,Y,N,N,N,N,N,N,Y,Y,2026-01-23 10:21:56.202589
936,올림픽공원,9호선,Y,N,N,N,N,N,N,Y,Y,2026-01-23 10:21:56.202589
